,ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
59,54780,106-HT-T30,FPQ-4034,SCMS-51230,ASN-4995,Haiti,PMO - US,Direct Drop,EXW,Air,7/29/09,9/1/09,7-Oct-09,7-Oct-09,7-Oct-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,200,70000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,480,9334.68,137.2,9334.68,480
60,73177,108-VN-T30,FPQ-12539,SCMS-210810,ASN-23667,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,10/14/13,22-Jan-14,22-Jan-14,22-Jan-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,983,3184.92,3.24,0.11,Hetero Unit III Hyderabad IN,Yes,93,668.75,3.94,668.75,93
61,86601,104-CI-T30,FPQ-10633,SO-43361,DN-3312,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,9/11/12,N/A - From RDC,30-Sep-13,13-Sep-13,13-Sep-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,4900,23030.0,4.7,0.16,"Aurobindo Unit VII, IN",Yes,487,3738.53,32.29,3738.53,487
62,84166,102-LY-T30,FPQ-9665,SO-41900,DN-2641,Libya,PMO - US,From RDC,N/A - From RDC,Air,4/4/12,N/A - From RDC,23-May-12,23-May-12,23-May-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8334,19418.22,2.33,0.04,Macleods Daman Plant INDIA,No,See DN-2641 (ID#:83029),See DN-2641 (ID#:83029),27.22,761.91,709
63,74419,101-CD-T30,FPQ-8792,SCMS-131070,ASN-14078,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/14/11,1/9/12,18-Jun-12,18-Jun-12,18-Jun-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1265,101200.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,657,15722.05,141.88,15722.05,657
64,84034,151-NG-T30,FPQ-5023,SO-37080,DN-1990,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/10/10,N/A - From RDC,12-Aug-10,17-Aug-10,17-Aug-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13104,35773.92,2.73,0.05,"Aurobindo Unit III, India",Yes,1448,6147.18,77.13,6147.18,1448
65,86402,900-GH-T30,FPQ-7866,SO-40000,DN-2320,Ghana,PMO - US,From RDC,N/A - From RDC,Air,6/13/11,N/A - From RDC,14-Nov-11,14-Nov-11,14-Nov-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,45084,113160.84,2.51,0.04,Hetero Unit III Hyderabad IN,No,See DN-2320 (ID#:83523),See DN-2320 (ID#:83523),186.72,585,5199
66,10937,105-GY-T01,Pre-PQ Process,SO-1239,DN-557,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jan-08,24-Jan-08,24-Jan-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1008,9576.0,9.5,0.16,"Aurobindo Unit III, India",No,See DN-557 (ID#:10663),See DN-557 (ID#:10663),15.32,See DN-557 (ID#:10663),See DN-557 (ID#:10663)
67,86335,104-CI-T30,FPQ-5623,SO-36880,DN-2011,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Sep-10,25-Sep-10,25-Sep-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,26076,116038.2,4.45,0.15,Mylan (formerly Matrix) Nashik,No,See DN-2011 (ID#:82350),See DN-2011 (ID#:82350),250.18,See DN-2011 (ID#:82350),See DN-2011 (ID#:82350)
68,83425,151-NG-T30,FPQ-4537,SO-34891,DN-1813,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20000,53200.0,2.66,0.04,"Strides, Bangalore, India.",Yes,1098,9736.1,114.7,9736.1,1098
70,84621,114-UG-T30,FPQ-6427,SO-37560,DN-2121,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,28-Feb-11,22-Mar-11,22-Mar-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8988,100845.36,11.22,0.19,Mylan (formerly Matrix) Nashik,No,See DN-2121 (ID#:82370),See DN-2121 (ID#:82370),217.42,See DN-2121 (ID#:82370),See DN-2121 (ID#:82370)
71,84308,105-GY-T30,FPQ-12619,SO-46090,DN-3425,Guyana,PMO - US,From RDC,N/A - From RDC,Air,7/16/13,N/A - From RDC,31-Dec-13,2-Dec-13,20-Dec-13,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,96,892.8,9.3,0.1,"Strides, Bangalore, India.",No,See DN-3425 (ID#:82618),See DN-3425 (ID#:82618),1.1,See DN-3425 (ID#:82618),See DN-3425 (ID#:82618)
73,51233,108-VN-T30,FPQ-15087,SCMS-261460,ASN-30940,Vietnam,PMO - US,Direct Drop,EXW,Air,10/24/14,10/30/14,31-Mar-15,31-Mar-15,31-Mar-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9400,16920.0,1.8,0.03,Hetero Unit III Hyderabad IN,Yes,1030,1593.67,19.91,1593.67,1030
74,27234,107-RW-T30,FPQ-14813,SCMS-261770,ASN-29892,Rwanda,PMO - US,Direct Drop,EXW,Air,10/9/14,12/15/14,15-Jan-15,15-Jan-15,24-Feb-15,ARV,Pediatric,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,607,4880.28,8.04,0.13,"Aurobindo Unit III, India",Yes,66,1026.4,5.02,1026.4,66
76,69925,127-KE-T30,FPQ-8155,SCMS-119170,ASN-12443,Kenya,PMO - US,Direct Drop,EXW,Air,8/5/11,8/29/11,31-Oct-11,31-Oct-11,31-Oct-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,15304,306080.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,5102,33718.08,505.03,33718.08,5102
77,86216,107-RW-T30,FPQ-16571,SO-51740,DN-4345,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,7/7/15,N/A - From RDC,8-Sep-15,26-Aug-15,2-Sep-15,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,2434,22636.2,9.3,0.1,"Strides, Bangalore, India.",No,See DN-4345 (ID#:82820),See DN-4345 (ID#:82820),26.64,See DN-4345 (ID#:82820),See DN-4345 (ID#:82820)
78,82971,200-ZW-T30,FPQ-6483,SO-38900,DN-2318,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,30-Sep-11,23-Sep-11,23-Sep-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,51,561.0,11.0,0.37,"Aurobindo Unit III, India",Yes,6,909.15,1.21,909.15,6
79,82860,113-ZW-T30,FPQ-4694,SO-35390,DN-1659,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12/8/09,N/A - From RDC,31-Mar-10,12-Mar-10,12-Mar-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,560,4905.6,8.76,0.15,"Aurobindo Unit III, India",No,See DN-1659 (ID#:82859),See DN-1659 (ID#:82859),10.58,See DN-1659 (ID#:82859),See DN-1659 (ID#:82859)
81,84142,101-CD-T30,FPQ-8840,SO-41383,DN-2524,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1,522.42,0.08,522.42,1
82,66373,102-GY-T30,FPQ-4870,SCMS-63870,ASN-6095,Guyana,PMO - US,Direct Drop,EXW,Air,1/11/10,2/4/10,4-Mar-10,4-Mar-10,4-Mar-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,2334,74688.0,32.0,1.6,"Trinity Biotech, Plc",Yes,807,6558.08,161.03,6558.08,807
83,84047,102-UG-T30,FPQ-6403,SO-37460,DN-2026,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,N/A - From RDC,20-Oct-10,25-Oct-10,25-Oct-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27304,118499.36,4.34,0.14,Mylan (formerly Matrix) Nashik,Yes,13087,56372.66,255.48,56372.66,13087
84,62761,104-CI-T30,FPQ-12150,SCMS-191950,ASN-23207,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,4/29/13,6/12/13,23-Dec-13,23-Dec-13,8-Jan-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,350,2397.5,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,56,1726.5,2.97,1726.5,56
85,24974,107-RW-T30,FPQ-6341,SCMS-84920,ASN-9798,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/10,9/27/10,31-Mar-11,31-Mar-11,31-Mar-11,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17587,587405.8,33.4,0.28,Cipla Ltd A-42 MIDC Mahar. IN,Yes,5480,19123.35,1266.45,19123.35,5480
86,86502,104-CI-T30,FPQ-9063,SO-41341,DN-2787,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/21/11,N/A - From RDC,31-Aug-12,12-Aug-12,12-Aug-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7684,29276.04,3.81,0.13,"Strides, Bangalore, India.",No,See DN-2787 (ID#:83063),See DN-2787 (ID#:83063),41.05,See DN-2787 (ID#:83063),See DN-2787 (ID#:83063)
87,6041,104-CI-T01,Pre-PQ Process,SCMS-30430,ASN-2799,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/08,5-Dec-08,5-Dec-08,5-Dec-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1174,82180.0,70.0,0.7,Inverness Japan,Yes,268,5243.53,161.07,5243.53,268
89,82564,102-ZW-T30,FPQ-11477,SO-44271,DN-3094,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/16/13,N/A - From RDC,31-Jul-13,13-Apr-13,13-Apr-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40320,488275.2,12.11,0.4,Mylan (formerly Matrix) Nashik,Yes,4536,29733.53,604.0,29733.53,4536
90,84971,101-CD-T30,FPQ-14252,SO-48851,DN-3901,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,5/7/14,N/A - From RDC,30-Sep-14,24-Oct-14,10-Nov-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1090,2289.0,2.1,0.01,"Cipla, Goa, India",Yes,408,5580.44,2.35,5580.44,408
91,83631,109-TZ-T30,FPQ-9303,SO-41551,DN-2889,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2/15/12,N/A - From RDC,30-Nov-12,6-Nov-12,6-Nov-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,844,3629.2,4.3,0.07,"Cipla, Goa, India",Yes,466,1696,5.09,1696,466
92,82571,103-SS-T30,FPQ-11489,SO-44630,DN-3125,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,1/16/13,N/A - From RDC,30-Apr-13,24-Apr-13,24-Apr-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1447,6800.9,4.7,0.16,"Aurobindo Unit VII, IN",Yes,1309,12356,8.41,12356,1309
93,84211,104-CI-T30,FPQ-10633,SO-43320,DN-2967,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,9/11/12,N/A - From RDC,28-Feb-13,25-Jan-13,25-Jan-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,10000,267000.0,26.7,0.22,Mylan (formerly Matrix) Nashik,No,See DN-2967 (ID#:84209),See DN-2967 (ID#:84209),374.33,See DN-2967 (ID#:84209),See DN-2967 (ID#:84209)
94,27267,108-VN-T30,FPQ-10286,SCMS-156130,ASN-17075,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/14/12,29-Nov-12,29-Nov-12,29-Nov-12,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,37215,320049.0,8.6,0.14,"Aurobindo Unit III, India",No,See ASN-17075 (ID#:20697),See ASN-17075 (ID#:20697),448.71,See ASN-17075 (ID#:20697),See ASN-17075 (ID#:20697)
96,10837,109-TZ-T01,Pre-PQ Process,SO-428,DN-161,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jul-07,6-Jul-07,6-Jul-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3386,25395.0,7.5,0.12,"Cipla, Goa, India",Yes,31,1589,,1589,31
99,37519,161-ZA-T30,FPQ-6262,SCMS-83770,ASN-9945,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,26-Apr-11,26-Apr-11,26-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,136403,323275.11,2.37,0.04,"Aurobindo Unit III, India",No,See ASN-9945 (ID#:28542),See ASN-9945 (ID#:28542),696.98,See ASN-9945 (ID#:28542),See ASN-9945 (ID#:28542)
100,82875,104-CI-T30,FPQ-4378,SO-34370,DN-1759,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,6-Apr-10,1-Apr-10,1-Apr-10,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2604,12603.36,4.84,0.05,"Aurobindo Unit III, India",Yes,675,1702.91,24.7,1702.91,675
101,12801,111-MZ-T01,Pre-PQ Process,SO-1615,DN-698,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-Jun-08,23-Jun-08,23-Jun-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1728,16416.0,9.5,0.16,"Cipla, Goa, India",No,See DN-698 (ID#:10970),See DN-698 (ID#:10970),26.27,See DN-698 (ID#:10970),See DN-698 (ID#:10970)
102,57346,103-CM-T30,FPQ-8396,SCMS-122270,ASN-12701,Cameroon,PMO - US,Direct Drop,EXW,Air,9/13/11,9/15/11,18-Nov-11,18-Nov-11,18-Nov-11,HRDT,HIV test,HUMAN GMBH,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests","HIV 1/2, HEXAGON Rapid HIV Kit",Hexagon,,Test kit,100,20,2231.6,111.58,1.12,Human Diagnostic,Yes,30,549.16,3.68,549.16,30
103,75102,161-ZA-T30,FPQ-7175,SCMS-104100,ASN-12991,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,12-Jan-12,12-Jan-12,12-Jan-12,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5360,14579.2,2.72,0.05,"Cipla, Goa, India",Yes,583,5824.11,24.06,5824.11,583
104,9353,102-BW-T01,Pre-PQ Process,SCMS-10390,ASN-644,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/07,31-Aug-07,31-Aug-07,31-Aug-07,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,10,3500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,24,1091.64,5.6,1091.64,24
105,84081,200-ZW-T30,FPQ-6483,SO-39270,DN-2178,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,4-Apr-11,20-May-11,20-May-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,45,495.0,11.0,0.37,"Aurobindo Unit III, India",No,See DN-2178 (ID#:84080),See DN-2178 (ID#:84080),1.07,See DN-2178 (ID#:84080),See DN-2178 (ID#:84080)
106,63289,800-CM-T30,FPQ-12570,SCMS-200900,ASN-22171,Cameroon,PMO - US,Direct Drop,EXW,Air,7/10/13,8/6/13,9-Nov-13,9-Nov-13,20-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,5000,400000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1238,46044.38,494.8,46044.38,1238
107,75641,900-TZ-T30,FPQ-10394,SCMS-156500,ASN-16218,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/12,8/9/12,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60757,200498.1,3.3,0.11,"Aurobindo Unit III, India",Yes,5215,20136.28,281.1,20136.28,5215
108,86376,151-NG-T30,FPQ-6800,SO-39180,DN-2168,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,N/A - From RDC,21-Jun-11,11-May-11,11-May-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,30000,597600.0,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,3272,12601.07,986.04,12601.07,3272
109,83071,110-ZM-T30,FPQ-8476,SO-40956,DN-2832,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/11,N/A - From RDC,17-Sep-12,7-Sep-12,7-Sep-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,27633,186799.08,6.76,0.11,Hetero Unit III Hyderabad IN,No,See DN-2832 (ID#:82505),See DN-2832 (ID#:82505),308.22,See DN-2832 (ID#:82505),See DN-2832 (ID#:82505)
110,12659,104-CI-T01,Pre-PQ Process,SO-518,DN-149,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-May-07,18-May-07,18-May-07,HRDT,HIV test,SCMS from RDC,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,160,12160.0,76.0,1.9,Bio-Rad Laboratories,Yes,173,1754,,1754,173
111,58947,113-ZW-T30,FPQ-13939,SCMS-240570,ASN-27585,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,5/27/14,17-Sep-14,17-Sep-14,19-Sep-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,42032,194187.84,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,4559,25272.8,199.63,25272.8,4559
112,12661,104-CI-T01,Pre-PQ Process,SO-640,DN-173,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,21-Jun-07,21-Jun-07,21-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,35074,374590.32,10.68,0.18,"Aurobindo Unit III, India",Yes,3116,1478,,1478,3116
113,67509,109-TZ-T30,FPQ-12286,SCMS-193850,ASN-20160,Tanzania,PMO - US,Direct Drop,EXW,Air,5/16/13,6/11/13,24-Aug-13,24-Aug-13,24-Aug-13,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,32002,260816.3,8.15,0.14,"Aurobindo Unit III, India",Yes,4059,17997.84,322.63,17997.84,4059
114,4647,117-ET-T01,Pre-PQ Process,SCMS-28690,ASN-2839,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/08,17-Nov-08,17-Nov-08,17-Nov-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,4922,46117.09,315.65,46117.09,4922
115,79871,133-NG-T30,FPQ-10349,SCMS-155301,ASN-17317,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/12,8/10/12,21-Dec-12,21-Dec-12,21-Dec-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,6042,193344.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1990,23396.04,271.07,23396.04,1990
117,11058,105-GY-T01,Pre-PQ Process,SO-25161,DN-1302,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,810,6245.1,7.71,0.13,"Aurobindo Unit III, India",Yes,47,1000.51,12.24,1000.51,47
119,85744,113-ZW-T30,FPQ-6470,SO-38830,DN-2128,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,18-Mar-11,18-Mar-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6392,27741.28,4.34,0.14,Mylan (formerly Matrix) Nashik,No,See DN-2128 (ID#:84624),See DN-2128 (ID#:84624),59.81,See DN-2128 (ID#:84624),See DN-2128 (ID#:84624)
120,84715,114-UG-T30,FPQ-8522,SO-40932,DN-2602,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,N/A - From RDC,16-Apr-12,27-Mar-12,27-Mar-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,24657,101586.84,4.12,0.14,"Strides, Bangalore, India.",Yes,1511,7403.01,167.62,7403.01,1511
122,84551,151-NG-T30,FPQ-4537,SO-35112,DN-1787,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,309,8497.5,27.5,0.31,"Aurobindo Unit III, India",Yes,51,9736.1,18.32,9736.1,51
123,84280,114-UG-T30,FPQ-12253,SO-45540,DN-3273,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,5/8/13,N/A - From RDC,6-Aug-13,22-Aug-13,22-Aug-13,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45233,316631.0,7.0,0.12,Hetero Unit III Hyderabad IN,Yes,3984,20074.74,391.67,20074.74,3984
